country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
FRATNP,2004,2,short,3,5,10176.45,0,0,0,2.17,2.16,10.11,10.3,24.52,62.95,85.46,135.05,143.38,148.48,115.54,172.77,296.48,737.05,1575.32,6654.69,1703.39,4951.3,3129.68,1821.63,.,.
FRATNP,2004,2,short,3,6,14589.87,67.96,23.03,7.49,12.99,29.13,43.82,27.46,42.35,65.16,104.94,123.35,166.58,210.18,245.66,446.49,925.98,1931.23,3454.69,6661.39,2563.15,4098.24,2996.24,1102,.,.
FRATNP,2004,2,short,3,7,58082.92,20.17,14.25,11.77,6.5,14.02,26.96,32.04,41.23,81.73,162.27,272.22,386.92,519.7,703.68,1371.74,3004.49,6050.55,11608.86,33753.8,10203.15,23550.65,15130.09,8420.56,.,.
FRATNP,2004,2,short,3,8,21200.17,4.25,1.1,2.14,1.08,7.55,6.74,9.15,44.58,65.16,107.1,146.74,217.18,246.78,237.34,533.92,1203.67,2649.41,4666.64,11049.64,3751.76,7297.88,4983.45,2314.44,.,.
FRATNP,2004,2,short,3,9,5520.83,3.19,0,0,1.08,3.24,5.62,4.58,8.92,22.09,34.62,47.85,67.47,82.61,67.66,134.26,300.66,619.63,1054.1,3063.27,905.97,2157.3,1411.55,745.75,.,.
FRATNP,2004,2,short,3,10,7560.36,7.43,3.29,2.14,0,3.24,1.12,0,6.69,17.67,16.23,17.01,41.12,43.92,56.21,84.3,227.58,534.7,1228.9,5268.81,1267.06,4001.74,2351.12,1650.63,.,.
FRATNP,2004,2,short,3,11,8074,1.06,4.39,2.14,6.5,2.16,6.74,9.15,7.8,17.67,45.44,62.74,87.51,141.16,139.49,295.58,632.63,1081.99,1591.21,3938.64,1290.71,2647.93,1640.93,1007,.,.
FRATNP,2004,2,short,3,12,11435.76,18.05,3.29,3.21,3.25,2.16,4.49,13.73,24.52,76.21,181.74,280.73,494.46,453.82,453.85,567.22,867.52,1292.73,2030.86,4663.91,1534.66,3129.25,2130.56,998.69,.,.
FRATNP,2004,2,short,3,13,3892.06,0,0,0,5.41,2.16,2.25,4.58,10.03,8.84,17.31,21.27,23.19,38.69,49.97,108.24,205.66,429.86,750.05,2214.56,672.76,1541.8,983.68,558.12,.,.
FRATNP,2004,2,short,3,14,4351.43,3.19,0,0,1.08,5.39,7.86,12.59,27.86,24.3,16.23,17.01,35.85,47.05,58.29,131.14,259.94,482.28,902.61,2318.75,769.48,1549.27,1025.58,523.69,.,.
FRATNP,2004,2,short,3,15,1521.49,1053.34,36.18,9.63,14.08,19.42,17.98,18.31,24.52,25.4,24.88,20.2,33.74,48.1,21.86,27.06,25.05,33.55,32.84,35.35,13.97,21.38,15.44,5.94,.,.
FRATNP,2004,2,short,3,16,16183.22,39.29,80.04,41.73,58.47,237.34,321.32,280.34,368.88,449.51,589.59,641.21,713.75,635.76,470.51,546.41,886.31,1306.36,2292.53,6223.88,1910.81,4313.07,2734.88,1578.19,.,.
FRATNP,2005,2,short,3,0,256899.01,1192,269,153,163,420,561,588,967,1630,2668,4267,5905,7602,7292,10533,17865,29732,48905,116187.01,38113,78074.01,50185,27889.01,.,.
FRATNP,2005,2,short,3,1,5296.42,30.51,19.63,10.62,4.47,5.4,10.14,17.36,32.42,68.87,75.61,79.65,95.11,116.12,119.64,208.05,396.58,672.91,1082.18,2251.15,764.95,1486.2,982.41,503.78,.,.
FRATNP,2005,2,short,3,2,67394.64,8.42,49.64,56.31,44.66,68.02,88.99,133.11,330.9,648.28,1264.87,2237.57,3311.79,4400.94,4152.91,5586.93,7913.84,10229.1,11961.27,14907.07,6678.8,8228.28,6008.55,2219.72,.,.
FRATNP,2005,2,short,3,3,1308.16,5.26,4.62,4.25,1.12,6.48,3.38,4.63,6.71,7.65,9.72,22.3,21.13,31.38,25.19,46,97.31,144.87,234.24,631.91,190.7,441.21,260.28,180.94,.,.
FRATNP,2005,2,short,3,4,11897.44,25.25,24.24,5.31,11.16,15.12,14.64,17.36,20.12,30.61,51.85,70.09,132.09,201.9,212,421.32,837.11,1460.25,2388.01,5958.99,1898.38,4060.61,2467.66,1592.95,.,.
FRATNP,2005,2,short,3,5,10828.46,0,1.15,0,2.23,3.24,10.14,10.42,23.48,49.2,74.53,134.87,193.38,194.57,147.98,172.5,313.92,720.15,1669.38,7107.32,1846.66,5260.66,3117.8,2142.85,.,.
FRATNP,2005,2,short,3,6,16547.15,53.66,18.47,13.81,11.16,32.39,33.8,39.35,42.48,77.62,90.73,129.56,182.81,246.88,273.92,434.91,908.27,2047.08,4047.86,7862.38,3028.57,4833.81,3413.52,1420.29,.,.
FRATNP,2005,2,short,3,7,60101.78,19.99,13.85,3.19,7.82,26.99,18.02,43.98,48.07,85.27,171.75,285.67,394.16,562.8,655.94,1318.32,2820.02,5947.03,12014.26,35664.64,10631.78,25032.86,15680.94,9351.92,.,.
FRATNP,2005,2,short,3,8,21311.32,1.05,2.31,0,1.12,3.24,16.9,4.63,26.83,54.66,101.54,144.43,196.55,258.39,287.57,496.59,1194.98,2526.83,4780.27,11213.45,3954.06,7259.39,4948.61,2310.78,.,.
FRATNP,2005,2,short,3,9,5582.5,1.05,2.31,0,2.23,2.16,1.13,9.26,16.77,19.68,34.57,45.66,53.89,81.6,81.86,140.09,282.53,553.24,1072.65,3181.83,993.36,2188.47,1386.67,801.8,.,.
FRATNP,2005,2,short,3,10,9778.4,11.57,8.08,3.19,2.23,1.08,1.13,4.63,12.3,9.84,17.28,29.74,28.53,57.54,69.27,104.55,247.99,628.82,1592.01,6948.63,1658.12,5290.52,3043.6,2246.92,.,.
FRATNP,2005,2,short,3,11,8834.66,3.16,2.31,4.25,6.7,4.32,9.01,13.89,15.65,18.58,34.57,66.9,108.84,132.85,170.02,287.5,649.81,1115.92,1751,4439.38,1449.1,2990.28,1892.83,1097.44,.,.
FRATNP,2005,2,short,3,12,11561.39,14.73,9.24,3.19,4.47,4.32,14.64,9.26,32.42,84.18,170.67,306.91,441.71,518.87,432.4,494.5,872.69,1319.58,2094.41,4733.22,1536.37,3196.84,2055.65,1141.2,.,.
FRATNP,2005,2,short,3,13,3888.9,0,1.15,1.06,2.23,5.4,3.38,3.47,8.94,10.93,10.8,22.3,32.76,38.71,50.38,94.09,203,440.91,801.3,2158.07,674.45,1483.62,898.24,585.38,.,.
FRATNP,2005,2,short,3,14,4715.84,3.16,1.15,0,1.12,1.08,2.25,13.89,16.77,25.14,14.04,22.3,28.53,57.54,48.28,108.73,262.64,516.49,978.31,2614.42,906.09,1708.32,1107.57,600.76,.,.
FRATNP,2005,2,short,3,15,1443.22,990,24.24,4.25,8.93,18.35,16.9,11.57,20.12,20.77,22.68,31.86,33.82,49.17,26.24,21.95,33.48,35.69,43.46,29.72,11.85,17.87,15.51,2.37,.,.
FRATNP,2005,2,short,3,16,16408.71,24.2,86.59,43.56,51.36,222.42,316.55,251.17,313.02,418.71,522.8,637.18,649.89,652.77,538.4,596.96,830.83,1373.12,2394.37,6484.83,1889.76,4595.07,2905.15,1689.92,.,.
FRATNP,2006,2,short,3,0,250608.99,1236,271,155,158,409,551,556,884,1607,2601,4181,6017,7856,7759,9984,17053,28831,46003,114496.99,42834,71662.99,44119,27543.99,.,.
FRATNP,2006,2,short,3,1,5122.39,21.8,18.96,10.18,4.27,8.63,13.28,11.26,25.54,66.5,82.54,86.57,92.11,119.06,142.08,207.04,336.55,633.58,969.3,2273.14,871.86,1401.28,896.12,505.16,.,.
FRATNP,2006,2,short,3,2,67815.11,14.17,47.95,40.73,41.64,56.12,81.88,130.56,276.53,662.75,1248.91,2205.93,3412.42,4639.21,4500.58,5364.26,7707.14,10145.66,11709.97,15528.72,7862.87,7665.85,5438.68,2227.17,.,.
